Subject,Session,Epoch,State,Epoch_Index,Window_Index,Time_s,N_EEG_Channels,Log10_Delta_Power,Log10_Theta_Power,Log10_Alpha_Power,Log10_Beta_Power,Log10_Gamma_Power
sub-01,6,sub-01_6_38,MW,38,3,2.0,64,-11.047049170256315,-12.176538341782738,-12.425194622781651,-12.460252200856688,-13.319701534737844
sub-01,6,sub-01_6_38,MW,38,4,2.5,64,-11.388839270231369,-12.14802242276182,-12.032599193252988,-12.280978817081404,-13.226807619381647
sub-01,6,sub-01_6_38,MW,38,5,3.0,64,-11.404196312477607,-12.198768718027136,-11.928324889031344,-12.48851186231144,-13.383936753054058
sub-01,6,sub-01_6_38,MW,38,6,3.5,64,-11.703903283028772,-12.113791378901324,-11.518207528679028,-12.31422193165908,-13.304603480986373
sub-01,6,sub-01_6_38,MW,38,7,4.0,64,-11.5962419559934,-11.80609953833117,-11.562835857791828,-12.307020224610422,-13.410042755515118
sub-01,6,sub-01_6_39,Focus,39,0,0.5,64,-11.45932145276442,-12.201259213647091,-11.923780546204483,-12.482613709856178,-13.335891761381289
sub-01,6,sub-01_6_39,Focus,39,1,1.0,64,-11.831885148928636,-11.836825319423973,-11.26407579904868,-12.160380771422115,-13.29708074891006
sub-01,6,sub-01_6_39,Focus,39,2,1.5,64,-11.403848771308308,-12.031829536496224,-11.604850020380024,-12.501537511675306,-13.207804367031216
sub-01,6,sub-01_6_39,Focus,39,3,2.0,64,-11.655686354323148,-12.022450864553566,-11.908690140211869,-12.22825498814364,-13.318923840124786
sub-01,6,sub-01_6_39,Focus,39,4,2.5,64,-11.559089332355944,-11.92309976441304,-11.991241323324306,-12.510130883913751,-13.35066993461267
sub-01,6,sub-01_6_39,Focus,39,5,3.0,64,-11.31446333352161,-12.134540561964789,-12.311781870599594,-12.577453776874927,-13.36463763583816
sub-01,6,sub-01_6_39,Focus,39,6,3.5,64,-11.704112632108464,-11.967751223350458,-12.040568771125857,-12.550777693080969,-13.32255637026896
sub-01,6,sub-01_6_39,Focus,39,7,4.0,64,-11.674493977819258,-12.106901611177213,-12.174950925175642,-12.505712703293572,-13.2849508413901
sub-01,6,sub-01_6_40,MW,40,0,0.5,64,-11.00922309521672,-11.81938935678756,-11.984282941033348,-12.361811696688871,-13.243040262091773
sub-01,6,sub-01_6_40,MW,40,1,1.0,64,-10.968635145583788,-11.735660816304316,-11.794764749334938,-12.198776958549184,-13.124548746091564
sub-01,6,sub-01_6_40,MW,40,2,1.5,64,-11.522869797848536,-11.211510973712237,-11.15320574638223,-11.806895473404827,-12.883923420275096
sub-01,6,sub-01_6_40,MW,40,3,2.0,64,-11.098890808132545,-11.260167530863262,-11.30373631862141,-12.007039718740948,-12.890464417060212
sub-01,6,sub-01_6_40,MW,40,4,2.5,64,-11.039803453702586,-11.683004773725791,-11.891544446828002,-12.512420085137562,-13.208717111208344
sub-01,6,sub-01_6_40,MW,40,5,3.0,64,-10.451359848316384,-12.025555578068944,-12.109142872510246,-12.657659078283766,-13.245850985532758
sub-01,6,sub-01_6_40,MW,40,6,3.5,64,-10.715137724658392,-11.70948835245068,-12.391754856226878,-12.719459697445773,-13.353244413113332
sub-01,6,sub-01_6_40,MW,40,7,4.0,64,-11.117834872366334,-12.24085752960801,-12.364718586476725,-12.514481845619796,-13.237728166788507
sub-01,6,sub-01_6_41,Focus,41,0,0.5,64,-11.776429556269198,-12.180510370505372,-12.3573584865516,-12.69103969224535,-13.258979381944368
sub-01,6,sub-01_6_41,Focus,41,1,1.0,64,-11.97364038835487,-12.131361708604636,-12.033753706095895,-12.61672951388943,-13.409755759001646
sub-01,6,sub-01_6_41,Focus,41,2,1.5,64,-11.721953717673548,-12.415204672281837,-12.06287506376593,-12.452454699412682,-13.280198314373555
sub-01,6,sub-01_6_41,Focus,41,3,2.0,64,-11.74290004686402,-11.99873150718119,-12.169440529869137,-12.482794464446492,-13.351410978505443
sub-01,6,sub-01_6_41,Focus,41,4,2.5,64,-11.810694036155567,-11.991682229901022,-11.881583636210898,-12.470650948328185,-13.320462662577336
sub-01,6,sub-01_6_41,Focus,41,5,3.0,64,-11.48872062130629,-11.99154490649562,-12.100690518719258,-12.60683217553221,-13.29629127601581
sub-01,6,sub-01_6_41,Focus,41,6,3.5,64,-11.657213629289645,-12.22455696151405,-12.096678283332716,-12.685583410043144,-13.487116689190774
sub-01,6,sub-01_6_41,Focus,41,7,4.0,64,-11.679595515582928,-12.190796924314162,-12.176767242690694,-12.515522490941205,-13.355989595445044
sub-01,6,sub-01_6_42,MW,42,0,0.5,64,-10.880959286889384,-11.718893931083,-11.912114658340023,-12.612852349532115,-13.407923760817637
sub-01,6,sub-01_6_42,MW,42,1,1.0,64,-11.126114953384144,-11.91390482843908,-12.18100008357704,-12.632421246610424,-13.271062870134196
sub-01,6,sub-01_6_42,MW,42,2,1.5,64,-11.296928653995051,-12.20940260532163,-11.98750487341544,-12.276360543671126,-13.241085799288436
sub-01,6,sub-01_6_42,MW,42,3,2.0,64,-10.179811263545908,-11.781318824390407,-11.820182073351122,-12.293146032668284,-13.3473885726382
sub-01,6,sub-01_6_42,MW,42,4,2.5,64,-10.680417649231307,-12.097823335202008,-12.246737122974803,-12.21150920681218,-13.37690742331263
sub-01,6,sub-01_6_42,MW,42,5,3.0,64,-11.138211313373912,-11.819218069279303,-12.165737670712389,-12.405870384792836,-13.465260063489648
sub-01,6,sub-01_6_42,MW,42,6,3.5,64,-11.57274233156272,-11.829968043573452,-12.211837990495386,-12.252584098837126,-13.288158211289424
sub-01,6,sub-01_6_42,MW,42,7,4.0,64,-11.559213818524034,-12.08019293890545,-12.237725369727736,-12.385124984525127,-13.225388487136552
sub-01,6,sub-01_6_43,Focus,43,0,0.5,64,-11.714915756226835,-12.08413929681711,-11.780482522722728,-12.293668986673586,-13.26574931131491
sub-01,6,sub-01_6_43,Focus,43,1,1.0,64,-11.452589760692762,-12.231332040533898,-12.125172246207528,-12.426285399909982,-13.385500963330042
sub-01,6,sub-01_6_43,Focus,43,2,1.5,64,-11.558607860145232,-12.165662743939482,-12.203229082790529,-12.691646777331,-13.347198350138164
sub-01,6,sub-01_6_43,Focus,43,3,2.0,64,-11.342932511385696,-12.140685992135822,-12.145678763050755,-12.6052150129455,-13.376987401979708
sub-01,6,sub-01_6_43,Focus,43,4,2.5,64,-11.421033019166073,-11.769902079350343,-12.242368609404195,-12.784818012318462,-13.404793233288178
sub-01,6,sub-01_6_43,Focus,43,5,3.0,64,-11.101188601964754,-11.9279199141998,-12.373699830896982,-12.846485871164411,-13.399605083571783
sub-01,6,sub-01_6_43,Focus,43,6,3.5,64,-10.87567278930224,-11.987929698362958,-12.124650646376285,-12.880676455325688,-13.532273251699335
sub-01,6,sub-01_6_43,Focus,43,7,4.0,64,-10.1777378696499,-11.826705769965292,-12.3396333856312,-12.645168185624382,-13.355174540261755
sub-01,6,sub-01_6_44,MW,44,0,0.5,64,-11.545282229260756,-12.296998748864832,-12.140809443990468,-12.462232131757602,-13.047791555150114
sub-01,6,sub-01_6_44,MW,44,1,1.0,64,-11.339922141599592,-11.96860009645289,-12.120697081355583,-12.443588364391571,-13.2276122657103
sub-01,6,sub-01_6_44,MW,44,2,1.5,64,-11.248994511791318,-11.533573640483182,-12.35746129347974,-12.614738363718743,-13.28517283659398
sub-01,6,sub-01_6_44,MW,44,3,2.0,64,-10.67355855737816,-12.109522102282822,-11.99892467172377,-12.617433122502774,-13.353666977856609
sub-01,6,sub-01_6_44,MW,44,4,2.5,64,-10.164346316381891,-11.724314900830397,-12.22262973586394,-12.460102063960218,-13.20811194031678
sub-01,6,sub-01_6_44,MW,44,5,3.0,64,-11.157154516213868,-12.008347855589266,-12.505803459026936,-12.321290583183703,-13.245580240581294
sub-01,6,sub-01_6_44,MW,44,6,3.5,64,-11.391779850137826,-12.028179356263744,-12.226010916752925,-12.26125448553765,-13.249981329037391
sub-01,6,sub-01_6_44,MW,44,7,4.0,64,-11.29449327331205,-12.170778574968605,-12.001885246697178,-12.39293366831884,-13.32448932490804
sub-01,6,sub-01_6_45,Focus,45,0,0.5,64,-11.58259002519616,-12.035313784539738,-11.86302078408029,-12.531252958296411,-13.333761224765343
sub-01,6,sub-01_6_45,Focus,45,1,1.0,64,-11.74739847645695,-12.189221804421132,-12.254443053345796,-12.361030410571058,-13.282135521309
sub-01,6,sub-01_6_45,Focus,45,2,1.5,64,-11.38853634958402,-12.082440849594413,-11.84700750033204,-12.282461469462598,-13.375277772797544
sub-01,6,sub-01_6_45,Focus,45,3,2.0,64,-11.473857308849194,-11.63441117703982,-11.57193826816838,-12.261852802430614,-13.18286459767403
sub-01,6,sub-01_6_45,Focus,45,4,2.5,64,-11.608455079833304,-12.06661465504361,-12.040512231974402,-12.286753208850191,-13.365120092877843
sub-01,6,sub-01_6_45,Focus,45,5,3.0,64,-11.723523829792889,-12.237235648140311,-12.07972307073005,-12.597309194235203,-13.491562622880643
sub-01,6,sub-01_6_45,Focus,45,6,3.5,64,-11.391655590469073,-12.086141365072502,-12.024214752787914,-12.684156271007318,-13.48897463757752
sub-01,6,sub-01_6_45,Focus,45,7,4.0,64,-11.622362753393,-12.17040442678509,-12.039504119016216,-12.74039870064165,-13.48059360181768
sub-01,6,sub-01_6_46,MW,46,0,0.5,64,-11.252874443108436,-11.828330780185336,-12.188112485595656,-12.526262656343324,-13.39405960146096
sub-01,6,sub-01_6_46,MW,46,1,1.0,64,-11.500292522577714,-12.32258616567968,-11.625656425703305,-12.267499842480188,-13.173369113600051
sub-01,6,sub-01_6_46,MW,46,2,1.5,64,-11.799008284931606,-11.792993186182215,-11.598988666628236,-12.213327310381528,-13.205671446145653
sub-01,6,sub-01_6_46,MW,46,3,2.0,64,-11.287636122446315,-11.654075022127676,-11.867461278808282,-12.359225738698768,-13.123580605291744
sub-01,6,sub-01_6_46,MW,46,4,2.5,64,-11.473517504770692,-11.682770226644395,-12.082925481980022,-12.50840779291535,-13.21316495677065
sub-01,6,sub-01_6_46,MW,46,5,3.0,64,-11.234704634460586,-11.858259891411398,-12.351475967211222,-12.607270749495374,-13.440165896774952
sub-01,6,sub-01_6_46,MW,46,6,3.5,64,-11.199661912337907,-11.982263077748796,-12.279003966100642,-12.86126914735012,-13.32281623879919
sub-01,6,sub-01_6_46,MW,46,7,4.0,64,-10.241238137351145,-11.696810808038611,-11.82366488103453,-12.75788264433216,-13.179443851114694
sub-01,6,sub-01_6_47,Focus,47,0,0.5,64,-11.711124502958398,-12.238154577916806,-12.206694890424476,-12.347159759023162,-13.337498350503784
sub-01,6,sub-01_6_47,Focus,47,1,1.0,64,-11.32380156071312,-11.940459450529378,-11.610777484705366,-12.207831915148343,-13.358804717818243
sub-01,6,sub-01_6_47,Focus,47,2,1.5,64,-11.469481259781144,-12.18237314284026,-11.70645022626161,-12.28572138188592,-13.262056938652837
sub-01,6,sub-01_6_47,Focus,47,3,2.0,64,-11.462700429236548,-12.082845391945764,-12.233752530509076,-12.51494721998528,-13.255886519058064
sub-01,6,sub-01_6_47,Focus,47,4,2.5,64,-11.681407948976656,-11.957308946806997,-12.229785013037793,-12.39326290233015,-13.389505792617229
sub-01,6,sub-01_6_47,Focus,47,5,3.0,64,-11.822516761092723,-12.17815592042664,-12.128385930878244,-12.468203921083417,-13.31207781288219
sub-01,6,sub-01_6_47,Focus,47,6,3.5,64,-11.698304096212752,-12.014332114216238,-12.14514465690561,-12.45993672284074,-13.267541946886316
sub-01,6,sub-01_6_47,Focus,47,7,4.0,64,-11.679143128055609,-12.1706711228237,-11.96293298385176,-12.393028585636324,-13.341702929029186
sub-01,6,sub-01_6_48,MW,48,0,0.5,64,-11.128635804135724,-11.900768554006374,-12.310855278148674,-12.700291974447817,-13.197124089544143
sub-01,6,sub-01_6_48,MW,48,1,1.0,64,-11.137247480037225,-11.740241722414131,-12.072786965020033,-12.723617765759364,-13.403025299785485
sub-01,6,sub-01_6_48,MW,48,2,1.5,64,-11.126316462966738,-12.119229641166786,-12.274545649038888,-12.810631633825029,-13.4624302474372
sub-01,6,sub-01_6_48,MW,48,3,2.0,64,-11.309396938566774,-11.71417200261318,-12.164494034822736,-12.73403033223423,-13.372245399988367
sub-01,6,sub-01_6_48,MW,48,4,2.5,64,-10.5070754821428,-11.762777085716776,-12.517893815156793,-12.789651391598657,-13.35297278059729
sub-01,6,sub-01_6_48,MW,48,5,3.0,64,-10.449762440643806,-11.997521626056288,-12.17868293809217,-12.37356502216778,-13.2460778824185
sub-01,6,sub-01_6_48,MW,48,6,3.5,64,-10.362073238361992,-11.850644742405809,-12.002424468958266,-12.427099299636714,-13.387738947451735
sub-01,6,sub-01_6_48,MW,48,7,4.0,64,-11.177193405763822,-12.052238028047164,-11.869547456551528,-12.3164019623596,-13.19103785753022
sub-01,6,sub-01_6_49,Focus,49,0,0.5,64,-11.241365030137183,-11.77825590973171,-12.079326902758895,-12.436089057697412,-13.27032096249742
sub-01,6,sub-01_6_49,Focus,49,1,1.0,64,-11.556538849792576,-11.98285409024667,-12.525381934555954,-12.617568159585511,-13.40939497939982
sub-01,6,sub-01_6_49,Focus,49,2,1.5,64,-11.827297157813875,-12.127477614015582,-12.354151150697726,-12.574985449648583,-13.360486069695652
sub-01,6,sub-01_6_49,Focus,49,3,2.0,64,-11.65980546075361,-12.209707840720071,-12.235303736047628,-12.476154375203269,-13.370517228920884
sub-01,6,sub-01_6_49,Focus,49,4,2.5,64,-11.28462464385712,-11.71742259926624,-11.98883270250074,-12.495004285493444,-13.416321575087702
sub-01,6,sub-01_6_49,Focus,49,5,3.0,64,-11.575705380352751,-11.978762298872333,-11.933395440349605,-12.28993307080127,-13.179539065944176
sub-01,6,sub-01_6_49,Focus,49,6,3.5,64,-11.56708265886839,-11.531446919977192,-11.913094462045732,-12.132729850180745,-13.151246491489886
sub-01,6,sub-01_6_49,Focus,49,7,4.0,64,-11.424143694160698,-11.451040323481635,-12.035118316903748,-12.077456886425594,-13.219593588201958
sub-01,6,sub-01_6_50,MW,50,0,0.5,64,-11.360420499560744,-11.907322874657414,-12.198687242115472,-12.61766633327946,-13.367089020882032
sub-01,6,sub-01_6_50,MW,50,1,1.0,64,-11.640716108362431,-11.77443547166667,-11.985582075897826,-12.762736452835885,-13.418558840912082
sub-01,6,sub-01_6_50,MW,50,2,1.5,64,-11.314204312541554,-11.954131823787908,-12.311941679739872,-12.718599823991918,-13.275790777818951
sub-01,6,sub-01_6_50,MW,50,3,2.0,64,-11.302376613549828,-11.631604072547844,-12.180405853215882,-12.610818485209196,-13.33071591324094
sub-01,6,sub-01_6_50,MW,50,4,2.5,64,-11.07427570821925,-11.72096267806026,-12.411146838206706,-12.568835030198086,-13.366606165624445
sub-01,6,sub-01_6_50,MW,50,5,3.0,64,-10.06551647046186,-11.64180793283094,-12.325509286059592,-12.715213102198952,-13.392106762701523
sub-01,6,sub-01_6_50,MW,50,6,3.5,64,-11.18464652696496,-12.02445063487881,-12.234424885782746,-12.295395682378372,-13.305714916183124
sub-01,6,sub-01_6_50,MW,50,7,4.0,64,-10.87628751414197,-12.069562739997732,-12.1420198434404,-12.41350811645166,-13.202038746664854
sub-01,6,sub-01_6_51,Focus,51,0,0.5,64,-11.394587806834435,-11.640858880539476,-12.364710849177015,-12.471948405665357,-13.33216880924996
sub-01,6,sub-01_6_51,Focus,51,1,1.0,64,-11.547016032169893,-11.689993586546542,-11.862424453789952,-12.248576719644008,-13.127156511804836
sub-01,6,sub-01_6_51,Focus,51,2,1.5,64,-11.58516372328056,-11.912851812980938,-12.12258155074571,-12.47277235176344,-13.348381417550844
sub-01,6,sub-01_6_51,Focus,51,3,2.0,64,-11.764649534252204,-12.084077099426594,-11.78022567587648,-12.458607902928176,-13.15896597403109
sub-01,6,sub-01_6_51,Focus,51,4,2.5,64,-11.4415818510986,-12.24100529863322,-12.0368243854991,-12.569346372505931,-13.418692438706922
sub-01,6,sub-01_6_51,Focus,51,5,3.0,64,-11.372560848142022,-12.169108226266404,-12.524933367328895,-12.482650223252792,-13.224413330628392
sub-01,6,sub-01_6_51,Focus,51,6,3.5,64,-11.58749817136911,-11.860352440614434,-12.263568064858134,-12.53847325808303,-13.312052625657246
sub-01,6,sub-01_6_51,Focus,51,7,4.0,64,-11.248031918147326,-11.257375600912852,-11.640208416658249,-12.050675603093014,-12.942341579084834
sub-01,6,sub-01_6_52,MW,52,0,0.5,64,-11.429790760889908,-11.624301708172574,-12.08028906882469,-12.511504114480726,-13.108082012780542
sub-01,6,sub-01_6_52,MW,52,1,1.0,64,-11.274696819471462,-11.79453508176673,-12.09663190729748,-12.640552853949012,-13.337671705525302
sub-01,6,sub-01_6_52,MW,52,2,1.5,64,-11.286999118111428,-11.859737266771551,-12.153998411639847,-12.627860053895947,-13.190354403964507
sub-01,6,sub-01_6_52,MW,52,3,2.0,64,-11.265902225903428,-11.614160676918742,-12.034527511795066,-12.604553003782591,-13.276768347543571
sub-01,6,sub-01_6_52,MW,52,4,2.5,64,-10.793975413879462,-11.233672015817078,-11.836026915664853,-12.524425243208302,-13.399934986043036
sub-01,6,sub-01_6_52,MW,52,5,3.0,64,-9.974687033478038,-11.661864429429723,-12.048553927322985,-12.812038730699712,-13.383296925760474
sub-01,6,sub-01_6_52,MW,52,6,3.5,64,-11.08605157345119,-12.05635891105209,-12.17922050200156,-12.399775489438928,-13.281554849089314
sub-01,6,sub-01_6_52,MW,52,7,4.0,64,-11.499086444285828,-11.942364684581596,-12.445810280839773,-12.3647177334978,-13.34236867289503
sub-01,6,sub-01_6_53,Focus,53,0,0.5,64,-11.873677149919336,-11.94258211331073,-12.321542864681454,-12.304778222091974,-13.246153162287154
sub-01,6,sub-01_6_53,Focus,53,1,1.0,64,-11.759768010472031,-12.093295554890544,-12.064775857603513,-12.503200270725824,-13.397489573512072
sub-01,6,sub-01_6_53,Focus,53,2,1.5,64,-11.657620696003663,-12.027419785000724,-11.97919436523814,-12.363571407833348,-13.277577895221304
sub-01,6,sub-01_6_53,Focus,53,3,2.0,64,-11.551832204013824,-12.038798486018209,-11.081392416304642,-12.26439386243478,-13.265031783619555
sub-01,6,sub-01_6_53,Focus,53,4,2.5,64,-11.697538666643297,-12.137761332782963,-11.964809412731706,-12.726292897334272,-13.44075925054998
sub-01,6,sub-01_6_53,Focus,53,5,3.0,64,-11.756255163116778,-12.185566161552808,-12.027307609208078,-12.49306109901202,-13.439806213059654
sub-01,6,sub-01_6_53,Focus,53,6,3.5,64,-11.601913513142575,-11.986423435524909,-12.195237207749813,-12.649130746340717,-13.521829094986789
sub-01,6,sub-01_6_53,Focus,53,7,4.0,64,-11.347021827953103,-12.057679059562224,-12.129356246649197,-12.499653988948298,-13.327289596002446
sub-01,6,sub-01_6_54,MW,54,0,0.5,64,-11.316896010452968,-11.6730648472883,-12.179371324522617,-12.521481461353122,-13.299093610319456
sub-01,6,sub-01_6_54,MW,54,1,1.0,64,-11.321244691619698,-11.782347738672373,-12.022200176845905,-12.634412687661111,-13.028112878888418
sub-01,6,sub-01_6_54,MW,54,2,1.5,64,-10.92794221893201,-11.820739047921853,-12.29217293123498,-12.646754174111948,-13.222599191456858
sub-01,6,sub-01_6_54,MW,54,3,2.0,64,-10.990321030467744,-11.815856118861683,-12.25549253252335,-12.665527644113052,-13.307509687486942
sub-01,6,sub-01_6_54,MW,54,4,2.5,64,-10.608076146645583,-11.832694030030128,-12.28063813058766,-12.608805849192228,-13.186430112104084
sub-01,6,sub-01_6_54,MW,54,5,3.0,64,-11.236598923294991,-12.056727683290667,-12.226637991656492,-12.40444335281996,-13.243955911590026
sub-01,6,sub-01_6_54,MW,54,6,3.5,64,-11.352585023298266,-12.051699938184775,-12.333426194619555,-12.609932178973654,-13.26365630476587
sub-01,6,sub-01_6_54,MW,54,7,4.0,64,-11.635504727481688,-12.22417736024927,-12.347119444440654,-12.569888797360475,-13.412178361480397
sub-01,6,sub-01_6_55,Focus,55,0,0.5,64,-11.763746855567382,-12.321736750649118,-12.425445527305085,-12.414334917470269,-13.277439894242136
sub-01,6,sub-01_6_55,Focus,55,1,1.0,64,-11.7961186328434,-12.248416147364344,-11.827045075608591,-12.491762287731886,-13.323931181399107
sub-01,6,sub-01_6_55,Focus,55,2,1.5,64,-11.62169253662004,-12.260069115838874,-12.125089952051356,-12.555140149587238,-13.374445149345942
sub-01,6,sub-01_6_55,Focus,55,3,2.0,64,-11.61925291296365,-12.03028903371413,-12.282567824489451,-12.42605619419489,-13.327123901212715
sub-01,6,sub-01_6_55,Focus,55,4,2.5,64,-11.60563806657405,-11.732227838546018,-12.001859894341957,-12.606391279077688,-13.369085333731402
sub-01,6,sub-01_6_55,Focus,55,5,3.0,64,-11.531737125648462,-11.880274106095111,-12.277119941656403,-12.494742372596928,-13.418308620492414
sub-01,6,sub-01_6_55,Focus,55,6,3.5,64,-11.501059678829812,-11.726713423090546,-12.186643151259362,-12.197426629589607,-13.174273928886588
sub-01,6,sub-01_6_55,Focus,55,7,4.0,64,-11.053499359615245,-11.776477196864386,-11.821654504468912,-12.29190550321741,-13.36138984036775
sub-01,6,sub-01_6_56,Focus,56,0,0.5,64,-10.54509322751429,-11.432058913346305,-12.39360873703304,-12.54378104935614,-13.399802185000906
sub-01,6,sub-01_6_56,Focus,56,1,1.0,64,-10.561178316176315,-11.615801017956809,-12.14467256091046,-12.405426441514791,-13.361374642922824
sub-01,6,sub-01_6_56,Focus,56,2,1.5,64,-11.777496514793867,-12.41851536233059,-12.4772206616904,-12.49536979706616,-13.300921187828852
sub-01,6,sub-01_6_56,Focus,56,3,2.0,64,-11.809005667684886,-12.093250988537362,-12.462957878755036,-12.385464398606826,-13.225630107177546
sub-01,6,sub-01_6_56,Focus,56,4,2.5,64,-11.55898096429308,-12.176253313979728,-12.16298526608882,-12.574782848999448,-13.421033478117646
sub-01,6,sub-01_6_56,Focus,56,5,3.0,64,-11.42797989416296,-12.49192624796936,-12.092094006867123,-12.36900323128824,-13.43884201123696
sub-01,6,sub-01_6_56,Focus,56,6,3.5,64,-11.536773704445684,-12.226497548356315,-11.53305248379342,-12.291934564575405,-13.38677045687471
sub-01,6,sub-01_6_56,Focus,56,7,4.0,64,-11.811495167129223,-12.078574166340983,-12.00880365712656,-12.358444204424275,-13.364635536113347
sub-01,6,sub-01_6_57,MW,57,0,0.5,64,-10.293790203993964,-11.168986906433435,-12.311705897373,-12.557911976330129,-13.359396684749996
sub-01,6,sub-01_6_57,MW,57,1,1.0,64,-10.828994834134445,-12.069194542174165,-12.280985017306728,-12.474129959555729,-13.375809429342794
sub-01,6,sub-01_6_57,MW,57,2,1.5,64,-11.781110450930688,-12.40235154925086,-12.470465452612991,-12.48396190638377,-13.275801121454055
sub-01,6,sub-01_6_57,MW,57,3,2.0,64,-11.828454289136292,-12.128832640956078,-12.37471435950814,-12.332670883470389,-13.255299858031163
sub-01,6,sub-01_6_57,MW,57,4,2.5,64,-11.602039403596374,-12.14934188640467,-12.260334063095067,-12.514828865286528,-13.397745576180371
sub-01,6,sub-01_6_57,MW,57,5,3.0,64,-11.477554110009976,-12.48171617550908,-11.895902711737891,-12.38697985461376,-13.482462157161631
sub-01,6,sub-01_6_57,MW,57,6,3.5,64,-11.53989036750724,-12.11946232137044,-11.63873548224073,-12.275475762348268,-13.322164070689862
sub-01,6,sub-01_6_57,MW,57,7,4.0,64,-11.782844513825756,-12.14931880758155,-11.928298919093312,-12.351423564083166,-13.401858013155628
sub-01,6,sub-01_6_58,Focus,58,0,0.5,64,-10.178022814758489,-11.188375807729004,-12.199307232225218,-12.277252958837511,-13.228910703228513
sub-01,6,sub-01_6_58,Focus,58,1,1.0,64,-10.85041249059598,-11.97098984654784,-12.19241614076956,-12.43219107019129,-13.38484322701592
sub-01,6,sub-01_6_58,Focus,58,2,1.5,64,-11.851491483800768,-12.1792583474916,-11.860027339539242,-12.336990059892118,-13.308420097645437
sub-01,6,sub-01_6_58,Focus,58,3,2.0,64,-11.723426571684104,-12.316569919618953,-11.97226848563342,-12.413244951691984,-13.420431230328363
sub-01,6,sub-01_6_58,Focus,58,4,2.5,64,-11.791753721058155,-12.213478211505617,-12.392390791612588,-12.428642957127687,-13.387111836481138
sub-01,6,sub-01_6_58,Focus,58,5,3.0,64,-11.917761514874249,-12.187178174677843,-11.89470019648886,-12.47558844505693,-13.36800269790336
sub-01,6,sub-01_6_58,Focus,58,6,3.5,64,-11.695881556659025,-11.801091182635933,-11.434307773272048,-12.449507209648194,-13.324769306016284
sub-01,6,sub-01_6_58,Focus,58,7,4.0,64,-11.649427264989342,-12.06475825037734,-11.615791499813868,-12.461020585550392,-13.16617044410521
sub-01,6,sub-01_6_59,MW,59,0,0.5,64,-11.211157078319516,-12.172831349837915,-12.31538629556078,-12.790188865821287,-13.428724564483904
sub-01,6,sub-01_6_59,MW,59,1,1.0,64,-11.219153324267772,-11.985310374249291,-12.28400525542047,-12.756159787653448,-13.37617159488668
sub-01,6,sub-01_6_59,MW,59,2,1.5,64,-10.929836993460494,-11.998846503975487,-11.683699269895062,-12.261002246533211,-13.51376977079271
sub-01,6,sub-01_6_59,MW,59,3,2.0,64,-11.458907349227776,-12.026674638716251,-11.476258581081078,-12.283766661847642,-13.33644465641726
sub-01,6,sub-01_6_59,MW,59,4,2.5,64,-9.809304087128004,-11.450100245068162,-11.610320627330118,-12.24063146966631,-13.357382429187352
sub-01,6,sub-01_6_59,MW,59,5,3.0,64,-10.772117682999813,-12.15542426455809,-12.27691022429264,-12.29130074352232,-13.37735499488832
sub-01,6,sub-01_6_59,MW,59,6,3.5,64,-11.118060138619926,-12.09826064180866,-12.241287357544303,-12.421450966660675,-13.288401253787631
sub-01,6,sub-01_6_59,MW,59,7,4.0,64,-11.468109162738475,-12.21607222083068,-11.917483539044996,-12.359960712764106,-13.268733366550707
sub-01,6,sub-01_6_60,Focus,60,0,0.5,64,-11.556337080999716,-11.552414510228322,-11.700028696233668,-12.246053884416462,-13.203839655385217
sub-01,6,sub-01_6_60,Focus,60,1,1.0,64,-11.568918858564087,-11.512166944296588,-11.356958939988727,-12.287052638542768,-13.136558288396284
sub-01,6,sub-01_6_60,Focus,60,2,1.5,64,-9.991934612902886,-11.299842684833168,-12.1360849475154,-12.439224839674946,-13.348153963999891
sub-01,6,sub-01_6_60,Focus,60,3,2.0,64,-10.494337623037255,-11.932362346889434,-12.063496015253422,-12.33092955700297,-13.305670767761471
sub-01,6,sub-01_6_60,Focus,60,4,2.5,64,-11.544294792829792,-12.023921952527749,-12.515070837939936,-12.781548924661331,-13.53942134921902
sub-01,6,sub-01_6_60,Focus,60,5,3.0,64,-11.522946654021506,-12.346128421232606,-12.404348433561331,-12.73898858231444,-13.466050837362722
sub-01,6,sub-01_6_60,Focus,60,6,3.5,64,-11.513991227763531,-12.232060332873523,-12.531076341078537,-12.786504754575812,-13.454058269091584
sub-01,6,sub-01_6_60,Focus,60,7,4.0,64,-11.68964311349508,-12.045386004546332,-12.202812023514578,-12.517963141637066,-13.221527834744624
sub-01,6,sub-01_6_61,MW,61,0,0.5,64,-11.449254363558511,-11.878687282045394,-12.271985617205884,-12.414563766868053,-12.8760068160849
sub-01,6,sub-01_6_61,MW,61,1,1.0,64,-11.67737296304218,-11.827571533640432,-12.300722766882222,-12.390054080585468,-13.403386816481124
sub-01,6,sub-01_6_61,MW,61,2,1.5,64,-11.489687512726782,-11.539447305592926,-12.12825809625421,-12.46601957863001,-13.427584828103166
sub-01,6,sub-01_6_61,MW,61,3,2.0,64,-11.607383514630882,-11.678377775699463,-11.822897150224422,-12.32319883670342,-13.368934639651004
sub-01,6,sub-01_6_61,MW,61,4,2.5,64,-11.038126921142188,-11.467762652502536,-11.985959354131417,-12.43962910870036,-13.344480651351391
