Subject,Session,Epoch,State,Epoch_Index,Window_Index,Time_s,N_EEG_Channels,Log10_Delta_Power,Log10_Theta_Power,Log10_Alpha_Power,Log10_Beta_Power,Log10_Gamma_Power
sub-01,1,sub-01_1_19,MW,19,7,4.0,64,-11.32312045530273,-11.72456600506446,-11.421905167707274,-12.214286965803629,-13.21640702351012
sub-01,1,sub-01_1_20,Focus,20,0,0.5,64,-11.390696102375548,-11.97795825446737,-12.276218044600174,-12.4921560913131,-13.281096238674326
sub-01,1,sub-01_1_20,Focus,20,1,1.0,64,-10.967985817087202,-11.868555126073772,-11.535373952584536,-12.275720487339916,-13.068172913395026
sub-01,1,sub-01_1_20,Focus,20,2,1.5,64,-10.198038923327047,-11.556466499145516,-11.70141940424856,-12.26514474702338,-13.190122088291035
sub-01,1,sub-01_1_20,Focus,20,3,2.0,64,-11.334722776601591,-11.96304633937826,-11.97215283946418,-12.38284672976842,-13.171040162939704
sub-01,1,sub-01_1_20,Focus,20,4,2.5,64,-11.400658280182135,-11.994123012470112,-11.987497771975653,-12.327736055899598,-13.243793784054336
sub-01,1,sub-01_1_20,Focus,20,5,3.0,64,-11.452910865079897,-11.85434427086787,-12.206418712359191,-12.563855238052383,-13.265887852633478
sub-01,1,sub-01_1_20,Focus,20,6,3.5,64,-11.48565467950968,-11.964706147214171,-12.267788133299304,-12.574582030975453,-13.302969046378706
sub-01,1,sub-01_1_20,Focus,20,7,4.0,64,-11.490442320990512,-12.034301213738988,-11.97067423064879,-12.417931813360276,-13.196982308530218
sub-01,1,sub-01_1_21,MW,21,0,0.5,64,-10.733253457568946,-12.009676864831404,-12.347476359433028,-12.666265590047624,-13.293308599775209
sub-01,1,sub-01_1_21,MW,21,1,1.0,64,-11.377669536900983,-11.988946981903911,-11.959852161856944,-12.606033882681142,-13.270459845013727
sub-01,1,sub-01_1_21,MW,21,2,1.5,64,-11.586431649250349,-11.98215506781492,-12.112209493828868,-12.617688144633034,-13.223725156420144
sub-01,1,sub-01_1_21,MW,21,3,2.0,64,-11.46100107050406,-12.125451852497187,-12.257795247846136,-12.48094925684738,-13.187850445074368
sub-01,1,sub-01_1_21,MW,21,4,2.5,64,-11.493460998922286,-12.232932985318474,-12.318695611029009,-12.693401308521317,-13.230383335303276
sub-01,1,sub-01_1_21,MW,21,5,3.0,64,-11.62032930801482,-12.05106642881065,-12.215638056866288,-12.493273611963312,-13.160843581125429
sub-01,1,sub-01_1_21,MW,21,6,3.5,64,-11.344585978967972,-11.886214630979206,-11.388756843030858,-12.537570708671568,-13.295269154191388
sub-01,1,sub-01_1_21,MW,21,7,4.0,64,-11.275290290241202,-11.992144730526856,-11.26036797301814,-12.120084948901791,-13.123566994206794
sub-01,1,sub-01_1_22,Focus,22,0,0.5,64,-11.320095050324724,-11.90509231990918,-11.683444969005254,-12.411656499537486,-13.207396471964683
sub-01,1,sub-01_1_22,Focus,22,1,1.0,64,-11.374869334175544,-12.0492513873262,-11.92465108324084,-12.39065017858137,-13.116530679359013
sub-01,1,sub-01_1_22,Focus,22,2,1.5,64,-10.903064576674122,-11.869251596258875,-11.675237120090635,-12.248603046313718,-13.10285935153558
sub-01,1,sub-01_1_22,Focus,22,3,2.0,64,-10.110173909055549,-11.44823251181774,-12.102074169876504,-12.433696842579618,-13.167935436825388
sub-01,1,sub-01_1_22,Focus,22,4,2.5,64,-10.929538762814284,-11.88893977880314,-12.003952343991552,-12.223891252158207,-13.191322612806191
sub-01,1,sub-01_1_22,Focus,22,5,3.0,64,-11.410838306976162,-11.849925678145002,-11.807958697855009,-12.186372520947888,-13.263349822167005
sub-01,1,sub-01_1_22,Focus,22,6,3.5,64,-11.355240269337475,-11.71096806174324,-11.724732487364276,-12.396845636971026,-13.261792714181308
sub-01,1,sub-01_1_22,Focus,22,7,4.0,64,-11.25701547907136,-11.864011660557903,-12.090854840866564,-12.3972060938664,-13.253672580909797
sub-01,1,sub-01_1_23,MW,23,0,0.5,64,-11.07764362772622,-11.883391510013205,-12.074792195138125,-12.28732793238548,-13.0500126816567
