Model,Accuracy,Precision,Recall,F1,ROC-AUC,Window,ArtifactCondition,Category,Variant,N_Features
Logistic Regression,0.6103151862464183,0.6052631578947368,0.3898305084745763,0.4742268041237113,0.607196020633751,Analysis_Window,Raw,Feature Family (Isolate),Only Hjorth,192
SVM,0.6552053486150907,0.6449086161879896,0.5233050847457628,0.5777777777777777,0.7576897568165071,Analysis_Window,Raw,Feature Family (Isolate),Only Spectral,832
Logistic Regression,0.6914995224450812,0.6965699208443272,0.559322033898305,0.6204465334900118,0.7612932940309506,Analysis_Window,Raw,Feature Family (Isolate),Only Spectral,832
SVM,0.5893027698185291,0.5583333333333333,0.4258474576271186,0.4831730769230769,0.6319380987472365,Analysis_Window,Raw,Feature Family (Isolate),Only Entropy,192
Logistic Regression,0.6408787010506208,0.5902255639097744,0.6652542372881356,0.6254980079681275,0.6917907148120855,Analysis_Window,Raw,Feature Family (Isolate),Only Entropy,192
SVM,0.6771728748806113,0.7326388888888888,0.4470338983050847,0.5552631578947368,0.7855324244657332,Analysis_Window,Raw,Scalp Region (Omit),Omit Anterior (Frontal),1400
Logistic Regression,0.7134670487106017,0.8873873873873874,0.4173728813559322,0.5677233429394812,0.8219086219602063,Analysis_Window,Raw,Scalp Region (Omit),Omit Anterior (Frontal),1400
SVM,0.6743075453677173,0.6526806526806527,0.5932203389830508,0.6215316315205327,0.7565254237288136,Analysis_Window,Raw,Scalp Region (Omit),Omit Central & Temporal,1540
Logistic Regression,0.7067812798471824,0.6879271070615034,0.6398305084745762,0.6630076838638859,0.7761090641120119,Analysis_Window,Raw,Scalp Region (Omit),Omit Central & Temporal,1540
SVM,0.66189111747851,0.6798780487804879,0.4724576271186441,0.5575,0.7292722918201917,Analysis_Window,Raw,Scalp Region (Omit),Omit Posterior,1540
Logistic Regression,0.7516714422158548,0.7912087912087912,0.6101694915254238,0.6889952153110048,0.8050515843773028,Analysis_Window,Raw,Scalp Region (Omit),Omit Posterior,1540
SVM,0.6284622731614136,0.6050632911392405,0.5063559322033898,0.5513264129181085,0.7085501105379515,Analysis_Window,Raw,Scalp Region (Isolate),Only Anterior (Frontal),840
Logistic Regression,0.6571155682903533,0.6184486373165619,0.625,0.6217070600632244,0.717490788504053,Analysis_Window,Raw,Scalp Region (Isolate),Only Anterior (Frontal),840
SVM,0.6571155682903533,0.701067615658363,0.4173728813559322,0.5232403718459495,0.762262343404569,Analysis_Window,Raw,Scalp Region (Isolate),Only Central & Temporal,700
Logistic Regression,0.7449856733524355,0.8096676737160121,0.5677966101694916,0.6674968866749689,0.7981429624170966,Analysis_Window,Raw,Scalp Region (Isolate),Only Central & Temporal,700
SVM,0.7382999044890163,0.7133620689655172,0.701271186440678,0.7072649572649573,0.7838154016212233,Analysis_Window,Raw,Scalp Region (Isolate),Only Posterior,700
Logistic Regression,0.667621776504298,0.7384615384615385,0.4067796610169492,0.5245901639344263,0.7171186440677966,Analysis_Window,Raw,Scalp Region (Isolate),Only Posterior,700
SVM,0.6666666666666666,0.6467780429594272,0.5741525423728814,0.6083052749719416,0.7551915991156964,Analysis_Window,Raw,Frequency Band (Omit),Omit Delta,2112
Logistic Regression,0.7574021012416428,0.8224852071005917,0.5889830508474576,0.6864197530864198,0.8213669859985262,Analysis_Window,Raw,Frequency Band (Omit),Omit Delta,2112
SVM,0.6867239732569246,0.7292993630573248,0.4851694915254237,0.5826972010178118,0.7814148857774503,Analysis_Window,Raw,Frequency Band (Omit),Omit Theta,1856
Logistic Regression,0.7440305635148042,0.8248407643312102,0.548728813559322,0.6590330788804071,0.8238798820928519,Analysis_Window,Raw,Frequency Band (Omit),Omit Theta,1856
SVM,0.6341929321872015,0.6498316498316499,0.4088983050847458,0.5019505851755527,0.660298452468681,Analysis_Window,Raw,Frequency Band (Omit),Omit Alpha,1792
Logistic Regression,0.7631327602674307,0.8093922651933702,0.6207627118644068,0.7026378896882494,0.822722918201916,Analysis_Window,Raw,Frequency Band (Omit),Omit Alpha,1792
SVM,0.6695319961795606,0.6740331491712708,0.5169491525423728,0.5851318944844125,0.7424207811348562,Analysis_Window,Raw,Frequency Band (Omit),Omit Beta,2112
Logistic Regression,0.7593123209169055,0.8125,0.6059322033898306,0.6941747572815534,0.8230103168754606,Analysis_Window,Raw,Frequency Band (Omit),Omit Beta,2112
SVM,0.7153772683858644,0.7101449275362319,0.6228813559322034,0.6636568848758465,0.7998636698599854,Analysis_Window,Raw,Frequency Band (Omit),Omit Gamma,2112
Logistic Regression,0.7650429799426934,0.834319526627219,0.597457627118644,0.6962962962962963,0.834535740604274,Analysis_Window,Raw,Frequency Band (Omit),Omit Gamma,2112
SVM,0.6170009551098377,0.6028985507246377,0.4406779661016949,0.5091799265605875,0.6856079587324981,Analysis_Window,Raw,Frequency Band (Isolate),Only Delta,128
Logistic Regression,0.6322827125119389,0.5668202764976958,0.7817796610169492,0.6571682991985752,0.6960906411201179,Analysis_Window,Raw,Frequency Band (Isolate),Only Delta,128
SVM,0.5300859598853869,0.48023715415019763,0.5148305084745762,0.49693251533742333,0.5756632277081799,Analysis_Window,Raw,Frequency Band (Isolate),Only Theta,384
Logistic Regression,0.6141356255969437,0.5524691358024691,0.7584745762711864,0.6392857142857142,0.6878113485630066,Analysis_Window,Raw,Frequency Band (Isolate),Only Theta,384
SVM,0.6781279847182426,0.6537585421412301,0.6080508474576272,0.6300768386388584,0.712490788504053,Analysis_Window,Raw,Frequency Band (Isolate),Only Alpha,448
Logistic Regression,0.6781279847182426,0.6439232409381663,0.6398305084745762,0.6418703506907545,0.7198747236551216,Analysis_Window,Raw,Frequency Band (Isolate),Only Alpha,448
SVM,0.6542502387774594,0.6424870466321243,0.5254237288135594,0.578088578088578,0.6789867354458364,Analysis_Window,Raw,Frequency Band (Isolate),Only Beta,128
Logistic Regression,0.6255969436485196,0.6098901098901099,0.4703389830508475,0.5311004784688995,0.6539240972733971,Analysis_Window,Raw,Frequency Band (Isolate),Only Beta,128
SVM,0.5883476599808978,0.6915887850467289,0.15677966101694915,0.2556131260794473,0.6300718496683861,Analysis_Window,Raw,Frequency Band (Isolate),Only Gamma,128
Logistic Regression,0.5893027698185291,0.575,0.3411016949152542,0.42819148936170215,0.5993883566691232,Analysis_Window,Raw,Frequency Band (Isolate),Only Gamma,128
SVM,0.66189111747851,0.6577540106951871,0.5211864406779662,0.5815602836879432,0.7499078850405305,Analysis_Window,ICA_Cleaned,Baseline,Full Feature Set,2240
Logistic Regression,0.7363896848137536,0.831081081081081,0.5211864406779662,0.640625,0.8033345615327929,Analysis_Window,ICA_Cleaned,Baseline,Full Feature Set,2240
SVM,0.6599808978032474,0.7248062015503876,0.3961864406779661,0.5123287671232877,0.7537251289609432,Analysis_Window,ICA_Cleaned,Feature Family (Omit),Omit Time-Domain,1216
Logistic Regression,0.7058261700095511,0.828,0.4385593220338983,0.5734072022160664,0.7828776713338246,Analysis_Window,ICA_Cleaned,Feature Family (Omit),Omit Time-Domain,1216
SVM,0.667621776504298,0.6581632653061225,0.5466101694915254,0.5972222222222222,0.7530029476787031,Analysis_Window,ICA_Cleaned,Feature Family (Omit),Omit Hjorth,2048
Logistic Regression,0.7478510028653295,0.8151515151515152,0.5699152542372882,0.6708229426433915,0.7983087693441415,Analysis_Window,ICA_Cleaned,Feature Family (Omit),Omit Hjorth,2048
SVM,0.6284622731614136,0.5778611632270169,0.652542372881356,0.6129353233830845,0.7037988209285189,Analysis_Window,ICA_Cleaned,Feature Family (Omit),Omit Spectral,1408
Logistic Regression,0.7325692454632283,0.7840236686390533,0.5614406779661016,0.654320987654321,0.7751658069270448,Analysis_Window,ICA_Cleaned,Feature Family (Omit),Omit Spectral,1408
SVM,0.6571155682903533,0.6388206388206388,0.5508474576271186,0.5915813424345847,0.7440198968312453,Analysis_Window,ICA_Cleaned,Feature Family (Omit),Omit Entropy,2048
Logistic Regression,0.7211079274116523,0.8125,0.4957627118644068,0.6157894736842106,0.7942299189388358,Analysis_Window,ICA_Cleaned,Feature Family (Omit),Omit Entropy,2048
SVM,0.6179560649474689,0.55625,0.7542372881355932,0.6402877697841727,0.6619565217391306,Analysis_Window,ICA_Cleaned,Feature Family (Isolate),Only Time-Domain,1024
Logistic Regression,0.6275071633237822,0.575091575091575,0.6652542372881356,0.6168958742632613,0.6785998526160648,Analysis_Window,ICA_Cleaned,Feature Family (Isolate),Only Time-Domain,1024
SVM,0.5339063992359121,0.47297297297297297,0.2966101694915254,0.3645833333333333,0.547111274871039,Analysis_Window,ICA_Cleaned,Feature Family (Isolate),Only Hjorth,192
Logistic Regression,0.6217765042979942,0.6233766233766234,0.4067796610169492,0.49230769230769234,0.6135372144436256,Analysis_Window,ICA_Cleaned,Feature Family (Isolate),Only Hjorth,192
SVM,0.6446991404011462,0.6428571428571429,0.4766949152542373,0.5474452554744526,0.73915622697126,Analysis_Window,ICA_Cleaned,Feature Family (Isolate),Only Spectral,832
Logistic Regression,0.6657115568290354,0.7675438596491229,0.3707627118644068,0.5,0.7596941783345615,Analysis_Window,ICA_Cleaned,Feature Family (Isolate),Only Spectral,832
SVM,0.5577841451766953,0.5157894736842106,0.3114406779661017,0.38837516512549536,0.5750552689756816,Analysis_Window,ICA_Cleaned,Feature Family (Isolate),Only Entropy,192
Logistic Regression,0.6313276026743075,0.583011583011583,0.6398305084745762,0.6101010101010101,0.6760464259395726,Analysis_Window,ICA_Cleaned,Feature Family (Isolate),Only Entropy,192
SVM,0.6695319961795606,0.7032258064516129,0.461864406779661,0.5575447570332481,0.7608456153279292,Analysis_Window,ICA_Cleaned,Scalp Region (Omit),Omit Anterior (Frontal),1400
Logistic Regression,0.6829035339063992,0.8301886792452831,0.3728813559322034,0.5146198830409356,0.7734856300663226,Analysis_Window,ICA_Cleaned,Scalp Region (Omit),Omit Anterior (Frontal),1400
SVM,0.6599808978032474,0.5960264900662252,0.7627118644067796,0.6691449814126395,0.7160869565217391,Analysis_Window,ICA_Cleaned,Scalp Region (Omit),Omit Central & Temporal,1540
Logistic Regression,0.6924546322827125,0.7049180327868853,0.5466101694915254,0.6157517899761337,0.7536035372144436,Analysis_Window,ICA_Cleaned,Scalp Region (Omit),Omit Central & Temporal,1540
SVM,0.6523400191021967,0.6836734693877551,0.4258474576271186,0.5248041775456919,0.721906779661017,Analysis_Window,ICA_Cleaned,Scalp Region (Omit),Omit Posterior,1540
Logistic Regression,0.7067812798471824,0.7687296416938111,0.5,0.6059050064184852,0.7638430361090641,Analysis_Window,ICA_Cleaned,Scalp Region (Omit),Omit Posterior,1540
SVM,0.5912129894937918,0.5484581497797357,0.527542372881356,0.5377969762419006,0.6619178334561533,Analysis_Window,ICA_Cleaned,Scalp Region (Isolate),Only Anterior (Frontal),840
Logistic Regression,0.6246418338108882,0.5912240184757506,0.5423728813559322,0.5657458563535912,0.6679882092851879,Analysis_Window,ICA_Cleaned,Scalp Region (Isolate),Only Anterior (Frontal),840
SVM,0.6571155682903533,0.7269076305220884,0.3834745762711864,0.5020804438280166,0.75259027266028,Analysis_Window,ICA_Cleaned,Scalp Region (Isolate),Only Central & Temporal,700
Logistic Regression,0.7144221585482331,0.7873754152823921,0.5021186440677966,0.6131953428201811,0.7629808400884304,Analysis_Window,ICA_Cleaned,Scalp Region (Isolate),Only Central & Temporal,700
SVM,0.6743075453677173,0.6188747731397459,0.722457627118644,0.6666666666666666,0.7308861459100958,Analysis_Window,ICA_Cleaned,Scalp Region (Isolate),Only Posterior,700
Logistic Regression,0.6389684813753582,0.6654929577464789,0.4004237288135593,0.5,0.6870412675018424,Analysis_Window,ICA_Cleaned,Scalp Region (Isolate),Only Posterior,700
SVM,0.6475644699140402,0.6211764705882353,0.559322033898305,0.5886287625418061,0.7349778924097273,Analysis_Window,ICA_Cleaned,Frequency Band (Omit),Omit Delta,2112
Logistic Regression,0.7335243553008596,0.8205980066445183,0.5233050847457628,0.6390685640362225,0.7944988946204863,Analysis_Window,ICA_Cleaned,Frequency Band (Omit),Omit Delta,2112
SVM,0.6714422158548233,0.7038216560509554,0.4682203389830508,0.5623409669211196,0.7477081798084009,Analysis_Window,ICA_Cleaned,Frequency Band (Omit),Omit Theta,1856
Logistic Regression,0.7459407831900668,0.8786764705882353,0.5063559322033898,0.6424731182795699,0.8027818717759764,Analysis_Window,ICA_Cleaned,Frequency Band (Omit),Omit Theta,1856
SVM,0.612225405921681,0.6204379562043796,0.3601694915254237,0.45576407506702415,0.6500736919675755,Analysis_Window,ICA_Cleaned,Frequency Band (Omit),Omit Alpha,1792
Logistic Regression,0.7096466093600764,0.7692307692307693,0.5084745762711864,0.6122448979591837,0.7798784082535003,Analysis_Window,ICA_Cleaned,Frequency Band (Omit),Omit Alpha,1792
SVM,0.6361031518624641,0.5961945031712473,0.597457627118644,0.5968253968253968,0.7077966101694915,Analysis_Window,ICA_Cleaned,Frequency Band (Omit),Omit Beta,2112
Logistic Regression,0.7306590257879656,0.796875,0.5402542372881356,0.6439393939393939,0.7893625644804717,Analysis_Window,ICA_Cleaned,Frequency Band (Omit),Omit Beta,2112
SVM,0.723018147086915,0.6704119850187266,0.7584745762711864,0.7117296222664016,0.7817354458364039,Analysis_Window,ICA_Cleaned,Frequency Band (Omit),Omit Gamma,2112
Logistic Regression,0.7440305635148042,0.8311688311688312,0.5423728813559322,0.6564102564102564,0.8066028002947679,Analysis_Window,ICA_Cleaned,Frequency Band (Omit),Omit Gamma,2112
SVM,0.5883476599808978,0.5543766578249337,0.4427966101694915,0.4923439340400471,0.6320523212969786,Analysis_Window,ICA_Cleaned,Frequency Band (Isolate),Only Delta,128
Logistic Regression,0.5988538681948424,0.5477941176470589,0.6313559322033898,0.5866141732283464,0.6304458364038319,Analysis_Window,ICA_Cleaned,Frequency Band (Isolate),Only Delta,128
SVM,0.5234001910219676,0.47326732673267324,0.5063559322033898,0.48925281473899696,0.5767575534266766,Analysis_Window,ICA_Cleaned,Frequency Band (Isolate),Only Theta,384
Logistic Regression,0.5902578796561605,0.5348460291734197,0.6991525423728814,0.6060606060606061,0.6543846720707442,Analysis_Window,ICA_Cleaned,Frequency Band (Isolate),Only Theta,384
SVM,0.6313276026743075,0.5914893617021276,0.5889830508474576,0.5902335456475584,0.6601694915254237,Analysis_Window,ICA_Cleaned,Frequency Band (Isolate),Only Alpha,448
Logistic Regression,0.612225405921681,0.5679012345679012,0.5847457627118644,0.5762004175365344,0.6710206337509211,Analysis_Window,ICA_Cleaned,Frequency Band (Isolate),Only Alpha,448
SVM,0.6504297994269341,0.6577380952380952,0.4682203389830508,0.5470297029702971,0.6421923360353721,Analysis_Window,ICA_Cleaned,Frequency Band (Isolate),Only Beta,128
Logistic Regression,0.6026743075453678,0.5897435897435898,0.3898305084745763,0.46938775510204084,0.6240567428150332,Analysis_Window,ICA_Cleaned,Frequency Band (Isolate),Only Beta,128
SVM,0.5472779369627507,0.4968944099378882,0.3389830508474576,0.40302267002518893,0.5375313190862195,Analysis_Window,ICA_Cleaned,Frequency Band (Isolate),Only Gamma,128
Logistic Regression,0.5673352435530086,0.5303514376996805,0.3516949152542373,0.4229299363057325,0.5790383198231392,Analysis_Window,ICA_Cleaned,Frequency Band (Isolate),Only Gamma,128
